Vmag,Plx,B-V,SpType
8.99,22.95,1.02,K3/K4V
8.74,44.97,1.075,K3/K4V
6.92,0.07,1.852,K3Ib
6.77,-0.03,1.725,K3Ib-II
4.99,2.03,1.619,K3Ibvar
7.22,0.31,1.51,K3II
8.85,3.31,1.298,K3II/III
8.53,0.3,1.315,K3II/III
7.37,4.22,1.086,K3III
7.34,5.54,1.122,K3III
9.15,0.14,1.157,K3III
8.93,1.08,1.179,K3III
7.49,6.44,1.185,K3III
7.08,6.22,1.186,K3III
7.49,4.88,1.19,K3III
7.15,5,1.2,K3III
6.25,5.98,1.225,K3III
8.79,1.16,1.234,K3III
6.82,6.73,1.238,K3III
7.21,7.94,1.246,K3III
8.53,2.53,1.274,K3III
3.59,18.76,1.275,K3III
7.99,4.18,1.286,K3III
8.58,5.13,1.29,K3III
6.8,5.71,1.293,K3III
7.83,4.22,1.299,K3III
5.7,8.11,1.3,K3III
8.09,1.91,1.304,K3III
8.47,4.47,1.304,K3III
9.37,-0.9,1.308,K3III
7.51,3.33,1.308,K3III
8.72,1.33,1.309,K3III
8.97,-0.12,1.314,K3III
8.73,0.85,1.321,K3III
9.04,2.5,1.322,K3III
5.59,10.02,1.325,K3III
7.38,2.89,1.326,K3III
8.7,1.3,1.33,K3III
9.29,4.96,1.335,K3III
8.61,2.9,1.337,K3III
8.21,2.98,1.339,K3III
5.38,8.26,1.343,K3III
6.17,4.41,1.344,K3III
4.45,8.86,1.347,K3III
7.41,2.13,1.348,K3III
6.78,5.96,1.348,K3III
6.67,5.96,1.349,K3III
8.49,2.77,1.356,K3III
8.55,4.19,1.357,K3III
8.99,0.7,1.363,K3III
8.47,2.61,1.364,K3III
8.09,3.71,1.365,K3III
8.39,3.68,1.367,K3III
7.71,5.1,1.368,K3III
8.56,3.03,1.369,K3III
7.78,2.82,1.371,K3III
7.47,1.69,1.375,K3III
9.11,3.8,1.376,K3III
6.2,6.56,1.376,K3III
6.97,3.21,1.377,K3III
8.06,2.14,1.378,K3III
8.53,4.31,1.379,K3III
8.13,3.3,1.381,K3III
6.99,2.88,1.382,K3III
8.24,3.28,1.383,K3III
6.92,4.14,1.383,K3III
8.27,1.48,1.388,K3III
6.55,4.11,1.389,K3III
8.77,3.36,1.393,K3III
8.64,1.44,1.397,K3III
8.15,1.54,1.397,K3III
5.96,4.68,1.397,K3III
7.93,3.04,1.399,K3III
8.69,-0.43,1.401,K3III
9.25,1.18,1.403,K3III
8.46,3.23,1.403,K3III
8.9,3.99,1.403,K3III
8.44,0.55,1.404,K3III
7.66,1.53,1.405,K3III
7.73,1.64,1.409,K3III
8.36,1.08,1.41,K3III
8.65,3.72,1.415,K3III
9.29,0.62,1.416,K3III
7.53,2.45,1.419,K3III
7.47,2.79,1.42,K3III
6.82,3.9,1.425,K3III
6.9,2.96,1.426,K3III
7.06,4.91,1.427,K3III
7.97,1.07,1.431,K3III
9.06,0.28,1.433,K3III
4.92,8.18,1.434,K3III
7.97,3.52,1.438,K3III
8.96,2.42,1.445,K3III
7.79,1.17,1.45,K3III
6.91,3.2,1.452,K3III
9.09,-0.66,1.453,K3III
8.16,1.93,1.459,K3III
8.57,2.24,1.459,K3III
7.53,2.76,1.468,K3III
7.36,1.87,1.47,K3III
7.34,0.57,1.474,K3III
8.56,-2.25,1.477,K3III
7.98,0.59,1.477,K3III
8.41,1.88,1.486,K3III
8.92,-1.6,1.491,K3III
6.78,1.78,1.491,K3III
8.21,1.94,1.491,K3III
7.27,2.67,1.498,K3III
8.95,1.38,1.549,K3III
8.51,1.8,1.576,K3III
8.91,1.77,1.592,K3III
3.27,32.19,1.268,K3III...
6.07,8.72,1.139,K3III:
9.69,2.8,1.258,K3III:
9.12,3.36,1.404,K3III:
9.1,2.37,1.419,K3III:
9.1,1.71,1.438,K3III:
8.08,3.8,1.242,K3IIICN...
7.49,0.81,1.38,K3IIICN...
4.98,2.71,1.378,K3II-III
10.4,4.9,0.708,K3IV
8.55,34.04,0.854,K3V
7.11,42.29,0.909,K3V
9.27,21.9,0.999,K3V
9.75,33.18,1.008,K3V
10.98,12.88,1.013,K3V
9.17,4.17,1.016,K3V
9.56,30.57,1.021,K3V
9.71,19.82,1.036,K3V
10.06,23.96,1.047,K3V
10.78,24.45,1.15,K3V
9.45,0.63,1.415,K3V
9.27,1.78,1.446,K4/K5III
6.96,2.84,1.485,K4/K5III
8.31,0.82,1.532,K4/K5III
8.48,0.38,1.54,K4/K5III
8.05,1.34,1.548,K4/K5III
8.59,0.92,1.593,K4/K5III
7.93,1.69,1.614,K4/K5III
9.86,25.75,1.119,K4/K5V
9.78,38.99,1.194,K4/K5V
8.91,-0.39,1.576,K4/K5V:
6.94,2.51,1.504,K4II/IIICNV:
9.42,32.77,1.163,K4III
7.66,4.1,1.298,K4III
7.89,3.59,1.306,K4III
6.43,5.65,1.339,K4III
7.17,5.08,1.352,K4III
4.84,9.05,1.372,K4III
6.98,4.97,1.378,K4III
7.42,4.37,1.395,K4III
8.33,4.26,1.399,K4III
7.31,1.15,1.4,K4III
5.93,7.4,1.403,K4III
7.74,1.5,1.406,K4III
7.6,1.69,1.414,K4III
7.88,0.42,1.416,K4III
8.94,1.56,1.419,K4III
7.86,1.57,1.419,K4III
6.24,2.43,1.424,K4III
7.04,2.9,1.428,K4III
6.99,4.33,1.428,K4III
6.83,4.74,1.429,K4III
7.94,0.44,1.435,K4III
7.27,3.56,1.435,K4III
8.69,1.97,1.444,K4III
7.31,4.14,1.446,K4III
7.04,3.66,1.447,K4III
7.69,2.97,1.45,K4III
7.63,3.56,1.463,K4III
8.45,1.26,1.467,K4III
6.18,5.93,1.467,K4III
8.1,0.76,1.477,K4III
5.29,5.33,1.478,K4III
6.43,4.47,1.482,K4III
7.34,2.38,1.483,K4III
8.43,4.06,1.484,K4III
7.72,2.41,1.487,K4III
6.14,4.23,1.49,K4III
7.68,1.99,1.491,K4III
5.97,3.63,1.491,K4III
7.15,7.12,1.496,K4III
6.43,3.1,1.498,K4III
8.2,2.34,1.499,K4III
7.65,1.16,1.503,K4III
5.35,6.24,1.505,K4III
8.32,2.14,1.506,K4III
8.04,0.08,1.51,K4III
7.61,1.33,1.514,K4III
9.2,5.37,1.517,K4III
5.37,6.4,1.517,K4III
6.95,2.45,1.518,K4III
7.42,1.6,1.524,K4III
8.13,3.87,1.527,K4III
7.75,0.06,1.537,K4III
6.64,3.39,1.548,K4III
7.87,2.67,1.549,K4III
7.68,2.87,1.549,K4III
7.03,2.97,1.557,K4III
8.41,2.71,1.572,K4III
7.49,2.05,1.6,K4III
7.29,3.26,1.786,K4III
6.25,5.34,1.368,K4IIIb
9.12,41.45,1.025,K4V
10.56,20.85,1.086,K4V
9.38,2.39,1.098,K4V
8.41,48.2,1.122,K4V
9.55,45.4,1.267,K4V
7.51,4.76,1.473,K4V
7.76,0.8,1.472,K5/M0III
8.18,2.38,1.508,K5/M0III
6.18,5.79,1.544,K5/M0III
7.16,2.87,1.546,K5/M0III
3.99,10.84,1.554,K5/M0III
8.26,2.2,1.579,K5/M0III
8.98,0.78,1.6,K5/M0III
8.89,90.17,1.424,K5/M0V
6.54,0.02,2.215,K5Ia0-a...
5.61,4.98,1.589,K5Iab:
8.2,0.86,1.659,K5Iab:
6.04,1.31,1.88,K5Ib
7.41,-0.08,1.52,K5II
6.81,6.18,1.26,K5III
7.57,3.09,1.302,K5III
5.99,13.73,1.318,K5III
5.09,15.94,1.345,K5III
5.23,9.49,1.396,K5III
7.39,3.7,1.417,K5III
6.32,6.04,1.419,K5III
8.49,0.97,1.427,K5III
8.08,1.63,1.438,K5III
7.84,2.8,1.452,K5III
7.64,2.48,1.454,K5III
7.29,2.69,1.461,K5III
5.81,9.06,1.466,K5III
5.15,8.76,1.471,K5III
7.64,3.42,1.473,K5III
6.86,4.29,1.475,K5III
9.82,0.95,1.477,K5III
8.84,1.79,1.496,K5III
8.09,1.27,1.499,K5III
7.02,2.18,1.499,K5III
4.44,10.69,1.5,K5III
8.66,1.39,1.507,K5III
7.06,5.77,1.52,K5III
5.88,6.54,1.52,K5III
6.8,5.39,1.524,K5III
6.03,4.52,1.525,K5III
6.62,2.9,1.531,K5III
7.48,2.87,1.532,K5III
7.36,2.14,1.534,K5III
8.47,2.28,1.537,K5III
5.94,3.22,1.548,K5III
8.21,1.97,1.557,K5III
7.28,1.92,1.56,K5III
7.96,2.01,1.562,K5III
8.16,0.04,1.57,K5III
6.05,2.93,1.58,K5III
5.14,4.97,1.587,K5III
7.23,2.76,1.593,K5III
5.79,5.05,1.595,K5III
8.14,0.92,1.599,K5III
7.2,2.84,1.599,K5III
5.89,3.29,1.599,K5III
7.77,1.25,1.604,K5III
8.64,1.5,1.606,K5III
7.93,3.32,1.608,K5III
6.35,5.29,1.608,K5III
7.48,1.23,1.614,K5III
7.35,2.58,1.616,K5III
6.99,1.37,1.625,K5III
8.49,1.97,1.63,K5III
6.87,3.59,1.638,K5III
5.45,2.45,1.644,K5III
7.89,2.37,1.722,K5III
9.23,0.56,1.728,K5III
7.26,-0.02,1.92,K5III
7.62,2.53,1.56,K5III...
9.06,1.06,1.688,K5III:
7.66,2.43,1.437,K5II-III
3.41,13.94,1.542,K5II-III
9.33,1.95,1.545,K5IV/V
10.1,20.42,0.942,K5V
9.7,26.57,1.04,K5V
9.56,21.78,1.05,K5V
9.92,29.15,1.071,K5V
9.88,22.36,1.072,K5V
8.49,62.48,1.076,K5V
9.62,26.64,1.128,K5V
8.61,50.76,1.143,K5V
9.74,30.78,1.144,K5V
9.5,35.95,1.157,K5V
8.42,74.45,1.202,K5V
10.49,32.06,1.226,K5V
8.46,2.76,1.281,K5V
8.95,65.81,1.29,K5V
7.46,4.25,1.685,K5V
9.01,2.09,1.96,K5V
7.89,62.41,1.251,K5V comp SB
9.56,99.44,1.463,K5V...
10.36,52.71,1.34,K6V:
6.97,3.08,1.52,K7Iab:
8.75,0.29,1.771,K7III
8.56,1.37,1.972,K7III
9,66.46,1.289,K7V
9.5,51.66,1.299,K7V
9.9,48.17,1.318,K7V
10.06,46.22,1.365,K7V
7.82,2,1.376,K7V
9.65,0.29,1.72,K7V
10.45,14.6,1.072,K7V:
10.01,17.3,1.075,K7V:
11.94,12.12,1.093,K7V:
11.95,15.18,1.106,K7V:
11.1,17.59,1.18,K7V:
11.13,15.11,1.183,K7V:
10.16,24.83,1.19,K7V:
11.35,18.76,1.22,K7V:
10.48,25.12,1.246,K7V:
11.96,14.22,1.253,K7V:
11.22,22.44,1.271,K7V:
12.2,14.47,1.294,K7V:
11.82,10.33,1.305,K7V:
11.54,21.7,1.34,K7V:
11.96,21.25,1.365,K7V:
10.66,16.33,1.379,K7V:
11.52,9.78,1.38,K7V:
12.15,14.8,1.387,K7V:
12.23,35.36,1.436,K7V:
10.74,28.69,1.101,K8V:
8.23,2.72,1.474,M0/M1III
8.21,1.93,1.565,M0/M1III
7.03,2.95,1.605,M0/M1III
5.43,4.88,1.64,M0/M1III
5.78,4,1.71,M0/M1III
8.76,2.05,1.743,M0/M1III:
6.11,2.42,1.664,M0/M1IIICNp
6.21,3.89,1.482,M0III
8.12,2.36,1.496,M0III
7.34,3.15,1.496,M0III
7.64,1.46,1.533,M0III
6.07,5.85,1.535,M0III
5.72,3.82,1.545,M0III
4.78,6.28,1.55,M0III
5.42,7.86,1.556,M0III
5.92,3.23,1.561,M0III
7.14,0.95,1.575,M0III
8.26,0.67,1.588,M0III
7.03,2.26,1.588,M0III
6.43,3.23,1.595,M0III
8.07,1.15,1.599,M0III
7.85,2.34,1.61,M0III
5.84,3.67,1.612,M0III
8.54,1.94,1.618,M0III
8.52,-0.78,1.622,M0III
7.08,4.11,1.641,M0III
6.15,2.93,1.652,M0III
6.87,2.77,1.66,M0III
2.07,16.36,1.576,M0IIIvar
8.59,-0.22,1.781,M0IIIvar
9.24,63.03,1.39,M0V
11.44,1.56,1.2,M0V:
12.31,18.8,1.336,M0V:
12.38,16.71,1.339,M0V:
12.49,22.93,1.34,M0V:
11.94,10.46,1.37,M0V:
11.68,17.23,1.467,M0V:
10.76,31.35,1.384,M1.5V:
7.81,3.17,1.642,M1/M2III
7.44,2.71,1.654,M1/M2III
7.02,2.12,1.666,M1/M2III
6.11,1.75,1.674,M1/M2III
9.03,1.59,1.751,M1/M2III
9.42,4.76,1.565,M1Ibpev comp
8.77,1.39,1.534,M1III
7.17,1.16,1.537,M1III
7.05,3,1.55,M1III
9.05,0.28,1.561,M1III
7.39,0.79,1.564,M1III
7.93,0.34,1.57,M1III
8.11,1.67,1.579,M1III
7.99,2.83,1.58,M1III
8.52,0.77,1.585,M1III
6.84,2.47,1.596,M1III
7.12,2.53,1.6,M1III
7.38,2.56,1.604,M1III
7.07,1.87,1.605,M1III
8.27,1.87,1.608,M1III
8.57,-0.16,1.612,M1III
6.24,4.3,1.622,M1III
7.58,3.47,1.626,M1III
6.97,2.33,1.628,M1III
6.88,0.22,1.631,M1III
7.8,0.15,1.634,M1III
8.71,3.54,1.639,M1III
7.33,2.47,1.64,M1III
4.44,6.62,1.64,M1III
7.58,0.57,1.644,M1III
9.2,1.32,1.652,M1III
6.13,4.67,1.652,M1III
6.07,2.51,1.661,M1III
9.12,2.46,1.682,M1III
7.67,3.37,1.686,M1III
6.63,2.53,1.697,M1III
7.5,2.5,1.703,M1III
7.78,0.8,1.71,M1III
9.03,3.72,1.609,M1III:
7.35,2.03,1.689,M1III:
8.97,0.13,1.724,M1III:
8.09,280.27,1.56,M1V
12.02,26.21,1.428,M1V:
10.89,33.53,1.47,M1V:
10.37,42.03,1.46,M1Ve+...
11.21,20.26,1.47,M1Vvar
6.82,0.24,1.874,M2.5II
6.28,4.06,1.681,M2.5IIIa
10.27,98.74,1.52,M2.5Ve
9.01,-0.21,1.518,M2/M3III
8.01,1.4,1.551,M2/M3III
8.95,1.64,1.592,M2/M3III
7.96,1.56,1.6,M2/M3III
7.37,1.66,1.612,M2/M3III
7.05,2.8,1.615,M2/M3III
7.61,2.84,1.626,M2/M3III
4.86,5.95,1.634,M2/M3III
8.61,2.46,2.157,M2Ia0-a...
8.47,2.37,2.155,M2Iab
8.87,-0.11,2.024,M2Ib
8.69,1.93,2.102,M2Ib
6.8,0.49,2.02,M2II:
8.79,-0.24,1.504,M2III
8.58,3.38,1.535,M2III
5.9,5.46,1.536,M2III
8.36,0.5,1.553,M2III
6.81,4.23,1.56,M2III
7.4,4.31,1.571,M2III
4.79,10.01,1.572,M2III
6.95,5.66,1.574,M2III
5.84,6.85,1.576,M2III
6.8,2.5,1.578,M2III
5.97,3.86,1.584,M2III
6.44,4.05,1.608,M2III
8.45,0.87,1.611,M2III
5.53,5.84,1.615,M2III
7.46,2.34,1.62,M2III
7.6,2.87,1.62,M2III
7.05,4.12,1.626,M2III
6.25,4.06,1.634,M2III
7.7,1.75,1.636,M2III
7.13,3.16,1.64,M2III
7.89,1.58,1.642,M2III
7.25,1.4,1.645,M2III
8.6,1.02,1.647,M2III
7.22,1.47,1.651,M2III
6.14,3.07,1.654,M2III
7.86,1.99,1.671,M2III
7.2,3.12,1.673,M2III
7.58,1.46,1.692,M2III
7.12,2.03,1.722,M2III
7.97,0.09,2.21,M2III
8.48,-0.45,2.266,M2III
9.06,1.6,1.074,M2III:
9.19,-0.76,1.547,M2III:
8.99,1.22,1.704,M2III:
6.51,0.95,1.864,M2III:
8.56,229.33,1.462,M2V
11.55,24.32,1.395,M2V:
12.04,27.77,1.453,M2V:
11.02,65.3,1.478,M2V:
11.16,54.91,1.485,M2V:
10.93,88.86,1.525,M2V:
12.38,46.11,1.53,M2V:
8.81,2.72,1.473,M3II
7.78,4.53,1.302,M3III
5.43,5.5,1.391,M3III
9.08,1.28,1.453,M3III
8.76,-0.82,1.483,M3III
8.61,3.6,1.487,M3III
7.1,3.9,1.494,M3III
8.6,0.75,1.5,M3III
8.32,0.19,1.515,M3III
8.01,1.79,1.525,M3III
7.45,2.99,1.535,M3III
8.76,-0.13,1.551,M3III
7.39,1.3,1.579,M3III
6.99,1.98,1.59,M3III
7.66,1.49,1.598,M3III
6.18,4.05,1.607,M3III
7.08,2.45,1.61,M3III
5.49,4.8,1.615,M3III
7.47,2.01,1.62,M3III
4.37,7.86,1.631,M3III
7.49,0.65,1.645,M3III
7.14,2.38,1.655,M3III
6.25,3.32,1.658,M3III
5.01,6.65,1.584,M3IIIvar
5.13,5.21,1.601,M3IIIvar
12.25,11.25,1.41,M3V:
9.09,0.09,1.451,M4/M5III
8.11,0.22,1.5,M4Ib+...
7.77,2.75,1.391,M4III
6.19,5.64,1.546,M4III
7.19,3.15,1.558,M4III
5.36,5.55,1.559,M4III
6.92,1.47,1.571,M4III
5.73,5.32,1.574,M4III
6.93,2.04,1.596,M4III
6.85,1.79,1.6,M4III
7.48,2.2,1.64,M4III
4.39,10.15,1.597,M4III SB
7.11,3.65,1.528,M4III:
6.69,3.88,1.556,M4III:
7.17,3.49,1.626,M4III:
6.91,1.68,1.585,M4II-III
12.21,83.2,1.54,M4Ve
12.1,269.05,1.85,M5.5Ve
5.61,4.21,1.58,M5/M6Ib/II
7.35,8.87,1.205,M5III
6.94,5.8,1.252,M5III
7.95,3.52,1.415,M5III
6.98,3.31,1.6,M5III
6.8,1.44,1.63,M5III
8.64,1.8,1.288,M6III
8.44,3.59,1.435,M6III
8.94,4.65,1.532,M6III
7.89,2.13,1.08,M7/M8IIIe
10.58,2.82,1.316,M7III
7.7,3.29,1.467,MIII
9.38,3.36,0.187,O8V
8.26,-0.19,0.306,O9.5Ib
8.72,0.8,0.39,O9.5IV
6.11,0.57,-0.151,O9IIInn
8.94,-0.32,-0.054,O9V
